Filesystem          kbytes    used   avail %used Mounted on
/dev/vg00/lvol3     753664  492344  259968   65% /
/dev/vg00/lvol1     576595  235225  283710   45% /stand
/dev/vg01/lvol2    786432000 35391052 704163091    5% /work
/dev/vg00/lvol7    5996544 4130256 1855408   69% /var
/dev/vg01/lvol4    256049152  119056 239972144    0% /utilloc
/dev/vg00/lvol6    6422528 3151000 3245976   49% /usr
/dev/vg00/lvol5    1048576  302464  742232   29% /tmp
/dev/vg01/lvol3    419430400 120836092 279948324   30% /temp
/dev/vg00/lvol9    41943040 9260688 30639749   23% /sas
/dev/vg00/lvol10   41943040  640339 38727259    2% /sas/install
/dev/vg00/lvol4    7766016 6093848 1659112   79% /opt
/dev/vg01/lvol7    41943040   96793 39289032    0% /logs
/dev/vg00/lvol8     229376  138816   89896   61% /home
/dev/vg01/lvol9    425984000 19248353 381541811    5% /ftproot2
/dev/vg04/lvol1    2147450880 868071891 1199547632   42% /ftproot
/dev/vg01/lvol5    1026031616 16851012 946189245    2% /data2
/dev/vg03/lvol1    2147450880 965314508 1108252894   47% /data1
/dev/vg01/lvol1    2097152000 1270305827 775194086   62% /data
/dev/vg01/lvol8    41943040 17879906 22559251   44% /config
/dev/vg05/lvol1    2147450880 849496389 1216934894   41% /archive
/dev/vg02/lvol1    31457280 8085063 21911514   27% /app/sas/software
/dev/vg02/lvol2    20971520 7589504 12553564   38% /app/sas/config
/dev/vg02/lvol3    52412416  426398 48751268    1% /app/depot
CATEBI1:/data/trigger_file
                   1048576000 112566464 877516544   11% /data/trigger_file
